Latitude,Longitude,Status Code,Access Code
37.656273,-122.383692,E,public
33.635352,-117.849598,E,public
37.326359,-121.942749,E,public
33.857067,-117.922336,E,public
37.943962,-121.978074,E,public
42.863697,-78.868096,E,public
47.545785,-122.018499,E,public
47.518071,-111.312064,E,public
29.736559,-95.578191,E,public
39.08688,-94.585285,E,public
35.785228,-78.779495,E,public
37.769763,-121.95983,E,public
37.483,-122.17848,E,public
33.969722,-118.415504,E,public
33.879447,-117.883174,E,public
37.352158,-121.90707,E,public
33.812958,-117.926829,E,public
34.276589,-119.292738,E,public
33.6761,-117.838001,E,public
49.027909,-122.286243,E,public
32.898336,-96.473348,E,public
38.877943,-77.00554,E,public
26.118853,-80.137699,E,public
45.520246,-122.977875,E,public
33.448467,-112.086655,E,public
39.436049,-84.33652,E,public
38.019498,-122.540318,E,public
32.827992,-116.900567,E,public
33.813004,-117.927176,E,public
34.043551,-118.257366,E,public
34.028637,-118.472011,E,public
37.410882,-121.890616,E,public
37.383168,-121.982696,E,public
25.785582,-80.187562,E,public
33.801694,-117.908526,E,public
36.768138,-121.761792,E,public
34.070403,-84.278266,E,public
42.343824,-71.122688,E,public
43.65271,-79.359348,E,public
39.819202,-104.691079,E,public
36.163325,-82.828167,E,public
33.65019,-117.764054,E,public
41.553917,-70.621159,E,public
36.25414,-120.23752,E,public
33.657735,-84.420794,E,public
39.01954,-95.50789,E,public
34.029441,-118.021522,E,public
37.503642,-121.938882,E,public
33.674473,-117.841563,E,public
32.729452,-117.211143,E,public
33.87256,-117.926963,E,public
39.05017,-77.116525,E,public
34.221087,-118.451275,E,public
48.471906,-81.405326,E,public
34.426536,-118.423324,E,public
39.115833,-84.518944,E,public
39.081586,-77.150027,E,public
47.616629,-122.342611,E,public
39.099227,-94.583905,E,public
42.988053,-81.246045,E,public
37.404692,-121.972413,E,public
42.402818,-71.127273,E,public
39.373861,-76.443119,E,public
42.27189,-84.962582,E,public
41.570919,-90.517593,E,public
50.678265,-120.346725,E,public
43.1682857739305,-89.46104840740966,E,public
39.042534,-77.157589,E,public
41.525143,-93.601784,E,public
38.051908,-122.152966,E,public
32.837083,-117.126582,E,public
37.48278,-122.178196,E,public
37.782725,-122.391201,E,public
33.739188,-118.397253,E,public
42.379795,-71.094837,E,public
42.900489,-78.868369,E,public
33.8778,-117.75102,E,public
44.766311,-69.718717,E,public
41.767314,-88.069599,E,public
47.662554,-122.37504,E,public
39.942525,-74.072689,E,public
43.557007,-73.64522,E,public
40.670517,-111.95599,E,public
37.379964,-121.921946,E,public
42.173071,-71.196867,E,public
42.361638,-71.083416,E,public
45.55265103,-73.56099121,E,public
38.161714,-85.833891,E,public
41.134219,-85.014225,E,public
41.7790179,-72.6392806,E,public
40.747778,-74.0375,E,public
41.892365,-70.905653,E,public
30.216366,-97.767436,E,public
30.338235,-97.695149,E,public
45.389738,-73.590913,E,public
35.6157,-119.65721,E,public
47.008089,-124.163397,E,public
37.778265,-122.422501,E,public
47.736427,-52.809184,E,public
36.0851334,-86.3237875,E,public
38.95283061426077,-77.33362512883596,E,public
35.021349,-89.723569,E,public
49.816701,-97.196251,E,public
37.564107,-122.318833,E,public
45.924593,-66.64191,E,public
40.109846,-83.030632,E,public
47.215769,-70.268772,E,public
46.839653,-71.609483,E,public
37.371834,-122.039808,E,public
45.2126247728742,-85.0127078309116,E,public
35.394871,-80.614313,E,public
39.12602936774182,-77.23245205767194,E,public
39.1247562,-76.776121,E,public
36.84563,-119.74169,E,public
35.0314245,-82.699182,E,public
37.2445,-80.431348,E,public
36.093958,-115.297116,E,public
41.086289,-82.401224,E,public
33.649747,-111.931461,E,public
46.555512,-122.280013,E,public
44.344961,-76.132849,E,public
33.272913,-116.641995,E,public
40.2744259,-74.8318085,E,public
42.990831,-89.5331773,E,public
38.4302194,-80.0148451,E,public
42.35838607945651,-83.46398374941619,E,public
39.8410124,-96.0619318,E,public
38.97970391603974,-76.93996085692702,E,public
44.42938,-78.268906,E,public
33.86,-117.8,E,public
43.650595,-79.482094,E,public
49.112239,-122.64785,E,public
39.3362669405102,-94.2553204173865,E,public
42.398779,-71.149364,E,public
41.884151,-88.0202956,E,public
46.1321,-74.6134,E,public
45.649953,-74.94287,E,public
33.620153,-117.874321,E,public
45.756308,-122.876452,E,public
49.364468,-113.510167,E,public
25.87325,-80.16551,E,public
45.571919,-73.638995,E,public
45.577444303076,-73.3280659104926,E,public
45.6128709668656,-73.8384954785042,E,public
45.397633,-71.916191,E,public
45.428545,-73.455431,E,public
40.9490005,-73.7334661,E,public
32.777572,-117.150822,E,public
34.155395,-118.271321,E,public
38.86138,-77.054603,E,public
38.8604,-77.055026,E,public
39.1621109,-86.546615,E,public
27.9604943,-82.525253,E,public
49.325,-123.11,E,public
44.22391,-70.51448,E,public
45.561425,-73.557805,E,public
45.539172,-73.58224,E,public
45.772385,-73.997979,E,public
46.418128,-63.77258,E,public
42.07672843101564,-87.70939788735089,E,public
42.350321,-71.057058,E,public
37.566366,-122.324328,E,public
41.917861,-74.01696,E,public
51.209925,-102.491427,E,public
45.534713,-73.577941,E,public
47.560204,-71.23043,E,public
45.0912417,-74.1905033,E,public
46.1130492,-70.7085671,E,public
39.754495332702085,-104.99592851847412,E,public
40.620991,-98.65864,E,public
35.888670923190006,-78.56593064586693,E,public
33.810697,-117.928157,E,public
40.7802,-80.132797,E,public
33.74754192176061,-78.8353032,E,public
40.752716,-111.834,E,public
35.795534,-78.506036,E,public
45.363106,-73.733966,E,public
34.014481,-118.237958,E,public
39.742315,-105.497615,E,public
46.545803,-122.868665,E,public
26.248363,-80.086334,E,public
49.938439,-97.092728,E,public
40.213297,-74.758802,E,public
38.8052843,-121.2159953,E,public
45.550345,-73.573841,E,public
46.0582,-71.955,E,public
35.836137,-78.634377,E,public
34.0368374,-118.1059568,E,public
35.412051,-78.808355,E,public
32.079868,-81.089387,E,public
48.42197299999999,-68.1751933,E,public
40.730085,-111.901759,E,public
41.807851,-89.95699,E,public
29.744367,-95.455658,E,public
42.874893,-78.849846,E,public
40.433699,-111.890695,E,public
26.603467,-81.810026,E,public
36.586429,-121.848607,E,public
34.028076,-84.569796,E,public
39.049633,-84.049454,E,public
37.319809,-121.870544,E,public
28.540521,-81.322651,E,public
38.411111,-75.056944,E,public
37.406963,-122.067964,E,public
38.2183335904702,-85.7027384805333,E,public
43.65283861,-79.3790777,E,public
34.98814,-118.947148,E,public
41.263675,-95.940141,E,public
37.407781,-121.952693,E,public
43.68396809148896,-79.3656021018524,E,public
29.718711,-95.643996,E,public
19.64427,-155.9882,E,public
34.015755,-118.403493,E,public
33.073428,-96.822648,E,public
34.18187,-118.39562,E,public
38.63995,-121.4992,E,public
43.1655,-77.69088,E,public
32.964876,-97.041574,E,public
43.01672,-76.13654,E,public
40.719001,-111.941634,E,public
43.0789574,-77.6450068,E,public
49.54288,-96.68586,E,public
42.33148,-71.0836,E,public
43.393875,-79.709496,E,public
41.60091405504625,-94.0131418465576,E,public
42.336292,-71.20875,E,public
39.174382,-77.270315,E,public
33.76352,-118.196179,E,public
43.082881,-88.759321,E,public
37.338134,-121.940528,E,public
39.376299,-76.467469,E,public
42.884396,-78.8763,E,public
36.190622,-86.795607,E,public
36.62855,-82.14891,E,public
49.515465,-115.062671,E,public
32.685358,-97.407591,E,public
38.106174,-122.56738,E,public
49.294796,-122.74051,E,public
36.65782,-76.22447,E,public
30.2677772,-98.8652942,E,public
40.04013,-105.05088,E,public
38.859378,-77.056939,E,public
42.68216384754393,-88.05256420326,E,public
36.808095,-119.7210287,E,public
48.1092092,-122.7728535,E,public
43.91118,-70.0062,E,public
38.814358,-121.287168,E,public
49.16350174,-122.8939972,E,public
30.387303,-84.241898,E,public
33.676206,-112.089671,E,public
30.2665449,-89.7595242,E,public
41.65517,-93.698547,E,public
38.019548,-122.133679,E,public
47.77628778,-117.5470278,E,public
37.76564,-85.90091,E,public
38.627029,-76.909302,E,public
37.2796899241517,-122.001450199265,E,public
42.349679,-71.04666,E,public
36.867025,-89.57942,E,public
28.250842,-82.720763,E,public
33.624184,-78.983745,E,public
35.152052,-86.571405,E,public
28.3255131,-82.3230697,E,public
40.898938,-75.601843,E,public
35.84074,-78.849573,E,public
41.38524,-72.90496,E,public
33.65749,-117.92032,E,public
43.762813,-79.412807,E,public
40.382575,-79.956188,E,public
39.927214,-75.015099,E,public
38.5300938,-89.1172754,E,public
39.73032,-105.1755,E,public
45.35726524094089,-94.70173547529616,E,public
43.197899,-77.946869,E,public
40.239597,-76.96089,E,public
33.069234,-80.09772,E,public
28.460949,-81.308287,E,public
42.625044,-73.140041,E,public
40.18674360373164,-80.22399633028769,E,public
51.209903,-102.491743,E,public
37.510684,-122.203999,E,public
42.5374053,-113.7772781,E,public
36.841787,-119.757083,E,public
43.18633,-76.243563,E,public
26.1663201,-81.7874596,E,public
39.4993342,-121.5686528,E,public
43.43679,-83.98861,E,public
32.970189,-96.656271,E,public
36.17649,-94.19286,E,public
32.440534,-95.137085,E,public
33.450802985352574,-112.3772954315457,E,public
40.795162,-74.259893,E,public
37.62874,-77.67381,E,public
42.339032,-72.638795,E,public
44.73742916651408,-85.59441426459246,E,public
32.760898,-97.402109,E,public
42.4918,-71.281413,E,public
42.52149074,-83.61137656,E,public
34.834141,-85.4797647,E,public
35.665215,-80.472188,E,public
45.501135,-73.562306,E,public
32.694927,-117.165904,E,public
35.8575851,-86.4278039,E,public
34.0520937,-118.2552339,E,public
38.95886,-77.41579,E,public
37.6007595,-120.9734043,E,public
38.93623401,-94.66493756,E,public
36.32593,-119.64806,E,public
33.76536,-117.98908,E,public
44.29833763,-121.5590057,E,public
42.61610986,-71.32446326,E,public
42.371029,-72.518491,E,public
38.1950169,-85.691212,E,public
40.744837,-74.004912,E,public
36.082281,-95.816196,E,public
37.7468682,-119.5752218,E,public
41.648855,-83.5346,E,public
46.39230359020326,-63.79056536697886,E,public
40.74675,-73.423421,E,public
33.74719,-117.86549,E,public
33.69496,-117.75896,E,public
33.92183,-84.33494,E,public
30.387471,-84.240687,E,public
45.894165,-72.515747,E,public
33.873097,-118.302972,E,public
41.04055111720403,-73.54092201746596,E,public
33.618194,-117.871673,E,public
33.509607,-112.047139,E,public
43.641547,-79.380662,E,public
28.5038246076126,-81.4228450833523,E,public
41.463887,-75.180108,E,public
45.46595691137869,-73.63940740955903,E,public
40.141697,-75.170916,E,public
35.5847296,-119.3442373,E,public
40.17643,-122.25022,E,public
34.1209,-117.45304,E,public
40.70955,-73.72044,E,public
45.44091,-73.57933,E,public
43.03849,-78.97352,E,public
42.74311,-73.82335,E,public
28.5609166,-81.442137,E,public
45.4882319,-73.8520686,E,public
41.175038,-79.739669,E,public
31.550359,-110.217005,E,public
39.150815,-77.146182,E,public
50.712239,-120.334174,E,public
33.8565,-117.85989,E,public
41.177,-73.15165,E,public
41.421774,-72.83876,E,public
49.267474,-123.10849,E,public
42.374625,-71.070186,E,public
38.923174,-77.124398,E,public
42.46985035,-93.84542211,E,public
30.317922,-97.755752,E,public
29.782646,-95.628552,E,public
43.64013,-75.42005,E,public
37.998567,-121.715564,E,public
37.78465,-122.43997,E,public
41.83027894711366,-70.74904181534163,E,public
36.71248,-81.92929,E,public
34.0308281,-117.576595,E,public
51.191094,-114.488504,E,public
40.422596,-74.211388,E,public
45.50533736761157,-122.68448906179182,E,public
29.80994,-95.45011,E,public
40.48511,-111.8903,E,public
34.141895,-118.360343,E,public
45.4535688,-73.772902,E,public
35.46767,-119.07412,E,public
34.01209,-117.48209,E,public
32.939925,-117.239171,E,public
48.0433889,-65.48861111111111,E,public
39.327477,-94.916109,E,public
38.281269,-122.301233,E,public
40.425702088883455,-86.90825471980301,E,public
37.709355,-121.920266,E,public
40.108761,-88.230924,E,public
42.918307,-85.568069,E,public
34.032612,-117.607336,E,public
42.442079,-71.430575,E,public
46.41101129552904,-63.7965173416636,E,public
40.217669,-85.433608,E,public
34.01904,-118.03463,E,public
38.889982,-94.790379,E,public
30.227377,-97.888485,E,public
39.470419,-107.23594,E,public
32.59978,-117.05185,E,public
40.500837,-74.452425,E,public
34.79481885728352,-82.31474970389849,E,public
47.616389,-122.339051,E,public
45.059165,-123.580095,E,public
41.5868,-73.06076,E,public
32.29713,-111.00689,E,public
37.501481,-122.472346,E,public
43.16410065,-80.32790375,E,public
50.9625671,-114.0102616,E,public
33.082641,-96.83949,E,public
39.746567110162566,-82.6475002,E,public
37.392539,-121.951513,E,public
37.339571,-79.198659,E,public
39.194061,-78.193504,E,public
51.30938,-116.9732,E,public
41.559604,-83.550823,E,public
34.299279,-88.705314,E,public
27.415581,-80.393428,E,public
38.868886,-99.333106,E,public
43.217289,-77.444931,E,public
40.338472,-76.710419,E,public
37.055441,-94.429973,E,public
36.141664,-115.155963,E,public
35.475784,-83.318686,E,public
34.181161,-118.4671,E,public
34.5771791,-118.1156511,E,public
39.99683,-75.23989,E,public
32.74914,-97.02613,E,public
33.44155,-112.08087,E,public
49.16899872,-123.9380035,E,public
45.450914,-73.594951,E,public
42.476456,-76.486232,E,public
50.86607,-114.06098,E,public
42.348874,-71.050752,E,public
36.60402,-119.4407,E,public
42.790331,-86.079191,E,public
45.624901,-122.679019,E,public
43.0091084,-85.6904344,E,public
27.330756,-82.482597,E,public
34.672857,-79.003929,E,public
42.363924,-71.169828,E,public
37.59063,-120.949537,E,public
30.4051,-97.67333,E,public
32.283037,-83.464604,E,public
43.641813,-79.398518,E,public
42.130073,-72.792377,E,public
34.017037,-84.572132,E,public
45.50971,-91.38185,E,public
33.89635,-118.36147,E,public
35.4975011,-80.623991,E,public
40.884786,-74.054775,E,public
33.8752,-118.0253,E,public
31.865985,-81.620887,E,public
46.19169,-91.2498,E,public
41.702423,-93.62657,E,public
26.277172,-80.154367,E,public
33.992388,-81.029594,E,public
39.94365,-104.99967,E,public
42.52319125757749,-82.90592118650818,E,public
41.084406,-81.441071,E,public
33.447616,-84.455718,E,public
47.66159,-122.324877,E,public
43.0776,-89.429997,E,public
42.511499,-90.742655,E,public
39.05554,-94.593508,E,public
41.525419,-93.601626,E,public
41.039232,-86.057596,E,public
41.731455,-93.581663,E,public
26.00761,-80.2628,E,public
41.66764,-85.82233,E,public
40.80154,-94.47513,E,public
40.33236521780578,-76.09201986295164,E,public
30.81447,-95.10364,E,public
34.002506,-118.170811,E,public
35.479392,-79.179842,E,public
49.144969,-125.891782,E,public
44.542814,-94.36268,E,public
32.886682,-117.244244,E,public
38.78216,-90.5329,E,public
32.62192,-85.455132,E,public
39.925623,-86.021488,E,public
41.46898,-87.07002,E,public
40.113793,-88.3158,E,public
36.996869,-121.558573,E,public
33.56458,-84.52177,E,public
30.425992,-89.091508,E,public
31.22758184109758,-90.4580659338684,E,public
42.96696,-83.830741,E,public
44.795087,-91.467539,E,public
42.3577454220504,-83.0738475825638,E,public
39.293793,-76.616977,E,public
35.61748,-78.53457,E,public
33.466185,-111.987768,E,public
31.629263,-91.56253,E,public
44.893312,-76.029635,E,public
34.030601,-118.465876,E,public
38.66292,-121.2634,E,public
44.371888,-98.175122,E,public
33.889201,-118.307028,E,public
46.866385,-96.861007,E,public
35.8387307075083,-94.63101432649228,E,public
39.70062,-86.4108,E,public
42.39019,-83.08617,E,public
41.554965,-90.517133,E,public
38.973013,-94.709895,E,public
35.37637406573176,-80.56380056138413,E,public
41.876114,-70.921574,E,public
33.561906,-84.344267,E,public
40.069107,-76.300991,E,public
30.239462,-98.127262,E,public
35.86833,-80.03718,E,public
48.880366,-72.234783,E,public
40.540482,-78.354084,E,public
31.52894,-97.169273,E,public
41.673723,-83.716653,E,public
41.607327,-93.735902,E,public
41.309276,-72.383105,E,public
32.178328,-110.960207,E,public
34.83467,-87.62902,E,public
42.45199,-94.67117,E,public
42.363564,-83.07509,E,public
45.568066,-94.133806,E,public
43.799685,-70.18859,E,public
42.904979,-85.794713,E,public
34.091455,-117.294541,E,public
45.364573,-75.730328,E,public
36.727657,-120.0617,E,public
47.359935,-122.103668,E,public
39.942476,-74.072694,E,public
34.0220310956027,-84.12009194442749,E,public
41.927101,-71.795552,E,public
38.230145,-85.703079,E,public
43.644531,-79.368802,E,public
41.781195,-70.540289,E,public
45.026438,-93.283182,E,public
38.540433,-90.992497,E,public
29.91328,-95.61141,E,public
40.492883,-80.200182,E,public
41.264912,-96.187831,E,public
33.607933,-84.372205,E,public
35.41369,-80.857192,E,public
41.984164,-72.290233,E,public
32.794678,-116.975161,E,public
21.307896,-157.861643,E,public
47.612754,-122.198497,E,public
44.295101,-68.28665,E,public
43.1407,-80.2412,E,public
38.891865,-77.085265,E,public
44.347885,-69.786042,E,public
36.128087,-86.908172,E,public
40.784797,-74.193494,E,public
35.193238,-106.655819,E,public
38.047126,-84.552417,E,public
44.085084,-71.684773,E,public
44.466002,-72.684932,E,public
40.098333,-123.795397,E,public
43.02573,-88.00022,E,public
42.389601,-122.884939,E,public
43.459961,-71.750544,E,public
42.8938929,-78.9232708,E,public
48.910059,-123.744149,E,public
44.974166,-110.700269,E,public
34.102031,-118.334771,E,public
36.323459,-86.708259,E,public
41.36684,-81.7638,E,public
30.119584,-95.439125,E,public
44.657099,-84.708943,E,public
40.742087,-73.130834,E,public
54.423068,-126.627575,E,public
39.73651917625988,-84.17362939413454,E,public
43.614602,-116.244106,E,public
40.861884,-111.896345,E,public
39.63909,-84.22202,E,public
36.0602368463538,-90.52057336931152,E,public
39.924079,-104.811713,E,public
44.135921,-93.254538,E,public
44.050953,-123.351794,E,public
45.234126,-120.184295,E,public
40.812935,-74.218948,E,public
33.921807,-84.481152,E,public
43.334375,-80.435344,E,public
35.90756,-78.96104,E,public
45.032916,-92.85236,E,public
32.243359,-111.167021,E,public
41.614843,-87.931122,E,public
31.57815,-90.46374,E,public
42.80225,-83.003731,E,public
33.09335,-86.792432,E,public
29.54218,-95.54702,E,public
46.834163,-92.205799,E,public
35.1505377,-97.479381,E,public
33.80436800533128,-117.8771492380982,E,public
44.296193,-77.657915,E,public
45.307333,-75.081801,E,public
55.737636,-120.203299,E,public
28.646284,-81.13725,E,public
35.92301,-84.08731,E,public
45.12368,-92.65474,E,public
41.745107,-92.726793,E,public
43.0363,-85.61852,E,public
41.759108,-72.744596,E,public
40.478605,-88.993139,E,public
42.843574,-88.736127,E,public
45.010579,-93.04644,E,public
36.160453,-86.774698,E,public
28.066666,-82.739445,E,public
38.67938,-121.77506,E,public
42.993198,-83.631687,E,public
53.25408,-110.006137,E,public
49.274141,-122.912318,E,public
49.414221,-98.657538,E,public
38.35172,-121.987,E,public
32.969032,-96.603857,E,public
44.029434,-92.647766,E,public
27.988197,-82.392164,E,public
42.608134,-83.031529,E,public
39.964435,-84.191229,E,public
44.996777,-92.963996,E,public
36.240085,-115.143068,E,public
32.57687,-117.06867,E,public
40.015925,-105.27745,E,public
39.083451,-94.582798,E,public
21.28377,-157.80162,E,public
21.294029,-157.853411,E,public
45.780488,-74.01704,E,public
50.446292,-119.183298,E,public
36.514767,-119.55285,E,public
38.898011,-77.0336201,E,public
46.543889,-72.744722,E,public
30.266936,-97.754251,E,public
40.79743,-73.9687,E,public
40.745393,-73.946234,E,public
38.63474,-90.23575,E,public
32.922193,-80.67913,E,public
35.246706,-80.903336,E,public
37.297703,-80.033145,E,public
46.044431,-73.104933,E,public
38.8861125,-77.1772737,E,public
38.357335,-121.967312,E,public
27.99694,-82.37288,E,public
26.45959,-81.773129,E,public
37.480935,-122.171059,E,public
35.048787,-80.614853,E,public
42.81567,-73.95015,E,public
42.483159,-71.212849,E,public
41.7787374838447,-74.9365273042062,E,public
43.08651,-75.646346,E,public
29.783037,-95.576784,E,public
45.522968,-122.982133,E,public
45.64235,-73.860466,E,public
27.94449,-82.449362,E,public
33.347945,-84.122549,E,public
29.480797,-81.188821,E,public
42.201174,-85.58809,E,public
36.08469,-79.12306,E,public
42.717693,-88.994718,E,public
32.8929,-117.194,E,public
34.177151,-118.541346,E,public
42.73296,-73.68495,E,public
40.099796,-75.416707,E,public
42.977447,-78.702482,E,public
42.85599,-73.78598,E,public
35.945528,-78.536713,E,public
37.791303,-122.402356,E,public
44.3073649263635,-74.3656046552813,E,public
38.438985,-122.71757,E,public
33.802309,-118.168307,E,public
39.049294,-122.913873,E,public
49.500364,-115.782499,E,public
33.91567,-84.208145,E,public
43.6781938701676,-70.3331731556904,E,public
40.786312,-73.97569,E,public
40.087176,-75.407973,E,public
43.704327,-79.716469,E,public
33.782325,-116.384467,E,public
49.192653,-123.132202,E,public
43.040521,-81.125059,E,public
43.90703,-77.23922,E,public
37.673583,-122.382657,E,public
49.836687,-119.612149,E,public
29.759928,-95.364614,E,public
33.452137,-111.949497,E,public
28.787644,-81.358962,E,public
34.061188,-118.415105,E,public
42.6720078734981,-85.6601666547284,E,public
30.52389,-87.903755,E,public
49.104779,-122.731344,E,public
37.489673,-122.22989,E,public
34.04733,-118.527891,E,public
45.66201,-122.584186,E,public
43.466293,-81.194352,E,public
41.134508,-73.792877,E,public
39.6808051030141,-75.7484773228686,E,public
34.444248,-85.718929,E,public
45.4952597,-122.672235,E,public
32.209904,-110.98087,E,public
47.6807529,-122.4047949,E,public
34.48455829184543,-117.3326412037049,E,public
32.716302,-117.157907,E,public
29.8613455182879,-81.2899226737591,E,public
27.378515,-80.32633,E,public
42.278606,-85.61706,E,public
47.816836,-122.290084,E,public
30.27113,-81.7558,E,public
30.30329,-97.705654,E,public
42.278517,-83.745588,E,public
34.142037,-118.148428,E,public
43.164074,-80.339098,E,public
40.7393216,-75.26358607,E,public
46.811974,-64.06531,E,public
41.968086,-74.003908,E,public
39.663781,-79.40894,E,public
40.537746,-111.89669,E,public
43.236339,-89.323805,E,public
46.706495,-92.455127,E,public
45.499147,-122.432229,E,public
46.225504,-119.118868,E,public
37.896617,-122.639605,E,public
40.5720265739539,-122.368957252514,E,public
40.741856,-74.03474,E,public
42.012644,-91.647625,E,public
34.472906,-117.350142,E,public
43.47211,-70.51253,E,public
39.996855,-104.809824,E,public
43.970987,-78.275226,E,public
40.2292773912798,-84.4893910243491,E,public
40.98223,-75.22111,E,public
34.204513,-118.430286,E,public
36.150986,-86.78168,E,public
29.726961,-98.079698,E,public
44.614095,-121.134935,E,public
33.962406,-118.353635,E,public
32.834693,-117.18803,E,public
42.623414,-70.654457,E,public
45.418485,-75.807793,E,public
41.34002,-86.30771,E,public
39.320195,-77.352851,E,public
42.651048,-71.315372,E,public
45.450171,-73.45626,E,public
33.647633,-117.836641,E,public
48.641475,-53.980684,E,public
40.53827,-75.37683,E,public
35.0871206,-80.8492098,E,public
35.761411,-78.782208,E,public
43.29822,-72.48412,E,public
45.546017,-73.80091,E,public
48.447558,-123.371782,E,public
45.036986,-64.736606,E,public
41.220566,-96.06314,E,public
39.385824,-107.084973,E,public
32.93326,-80.69257,E,public
37.548774,-119.640503,E,public
33.524526,-86.806684,E,public
40.729122,-73.421934,E,public
36.0637201,-79.3773095,E,public
38.30197,-85.552281,E,public
37.82615,-121.285962,E,public
36.97892,-122.01429,E,public
47.619784,-122.199758,E,public
35.836024,-78.639451,E,public
40.221978,-74.000616,E,public
45.300648,-66.02572,E,public
45.604938,-73.650866,E,public
36.1983001,-81.6512812,E,public
43.9114231474285,-69.9926455941471,E,public
29.480787,-81.18873,E,public
40.610995,-75.378613,E,public
41.9924290011188,-71.4859756344656,E,public
